tv_id,tv_name,release_year,ratings,series_type,episodes,certificate,duration,cast_id,cast_name,tagline,genre
tt3322312,Daredevil,2015,8.6,TV Series,39,15,54,"nm1214435,nm0000352,nm2832695,nm0711805,nm1912642,nm0134666,nm3045245,nm1256532,nm2728757,nm1569067,nm0957909,nm0574513,nm0751880,nm1392388,nm2584861,nm0000695,nm0193554,nm0348409","Charlie Cox,Vincent D'Onofrio,Deborah Ann Woll,Elden Henson,Royce Johnson,Geoffrey Cantor,Jay Ali,Jon Bernthal,Stephen Rider,Wilson Bethel,Ayelet Zurer,Peter McRobbie,Amy Rutberg,Elodie Yung,Toby Leonard Moore,Joanne Whalley,Vondie Curtis-Hall,Bob Gunton",The man without fear,"Action,Crime,Drama"
tt9140342,It's a Sin,2021,8.6,TV Mini Series,5,15,239,"nm2728054,nm10137933,nm0233215,nm4560103,nm9519090,nm0369954,nm2108135,nm11142674,nm7714496,nm3345234,nm0643322,nm2478333,nm8925463,nm3382412,nm10289730,nm12354430,nm0000410,nm0160191","Olly Alexander,Nathaniel Curtis,Shaun Dooley,Omari Douglas,Lydia West,Keeley Hawes,Neil Ashton,Callum Scott Howells,Toto Bruin,David Carlyle,Tracy-Ann Oberman,Delroy Brown,Shaniqua Okwok,Michelle Greenidge,Andria Doherty,Paul Candelent,Stephen Fry,Ken Christiansen",No Taglines,"Comedy,Drama,History"
tt0434706,Monster,2004,8.6,TV Series,75,15,24,"nm1428827,nm1240448,nm1145982,nm1022263,nm0765815,nm0411384,nm0258268,nm0847594,nm1142722,nm0619077,nm0468708,nm1297428,nm0566332,nm0170555,nm1080019,nm0848987,nm1154161,nm1365137","Hidenobu Kiuchi,Liam O'Brien,Mamiko Noto,Karen Strassman,Nozomu Sasaki,Tsutomu Isobe,Richard Epcar,Junko Takeuchi,Keith Silverstein,Ichirô Nagai,Mami Koyama,Tara Platt,Michael McConnohie,Paul St. Peter,Takayuki Sugô,Hideyuki Tanaka,Laura Bailey,Patrick Seitz",No Taglines,"Animation,Crime,Drama"
tt1486217,Archer,2009,8.6,TV Series,135,15,22,"nm0071304,nm0339460,nm2436722,nm0663177,nm0878768,nm0910055,nm0946793,nm0994488,nm0932302,nm0168642,nm0437454,nm1315378,nm0000225,nm0923909,nm0864997,nm0001787,nm2562106,nm2086197","H. Jon Benjamin,Judy Greer,Amber Nash,Chris Parnell,Aisha Tyler,Jessica Walter,Lucky Yates,Adam Reed,Dave Willis,George Coe,Tom Kane,Kayvan Novak,Christian Slater,Maggie Wheeler,Stephen Tobolowsky,Jeffrey Tambor,Peter Newman,Leigh Jackson",Espionage never tasted so salty. (season 1),"Animation,Action,Comedy"
tt9335498,Demon Slayer: Kimetsu no Yaiba,2019,8.6,TV Series,44,15,24,"nm5137121,nm6450743,nm7583837,nm4303311,nm8937582,nm0745310,nm1683003,nm6981978,nm3340306,nm2616557,nm1063287,nm0465160,nm6949652,nm0097765,nm1727087,nm0757327,nm2977461,nm4808080","Natsuki Hanae,Zach Aguilar,Abby Trott,Yoshitsugu Matsuoka,Aleks Le,Bryce Papenbrook,Hiro Shimono,Akari Kitô,Shinya Takahashi,Ray Chase,Doug Erholtz,Katsuyuki Konishi,Erica Lindbeck,Johnny Yong Bosch,Brook Chalmers,Takahiro Sakurai,Saori Hayami,Erika Harlacher",No Taglines,"Animation,Action,Adventure"
tt0096639,Lonesome Dove,1989,8.6,TV Mini Series,4,TV-14,384,"nm0000380,nm0000169,nm0000418,nm0000178,nm0001810,nm0002078,nm0000665,nm0005401,nm0001378,nm0177933,nm0779850,nm0000444,nm0179224,nm0761836,nm0875613,nm0641398,nm0000114,nm0168918","Robert Duvall,Tommy Lee Jones,Danny Glover,Diane Lane,Robert Urich,Frederic Forrest,D.B. Sweeney,Ricky Schroder,Anjelica Huston,Chris Cooper,Timothy Scott,Glenne Headly,Barry Corbin,William Sanderson,Barry Tubb,Gavan O'Herlihy,Steve Buscemi,Frederick Coffin",No Taglines,"Adventure,Drama,Western"
tt4834232,Critical Role,2015,8.6,TV Series,366,U,180,"nm2233310,nm1240448,nm4065482,nm1154161,nm0726184,nm0043552,nm0992184,nm0424534,nm4687062,nm1039206,nm1814167,nm2837894,nm0569479,nm5604876,nm3950075,nm0295115,nm0338311,nm0210875","Matthew Mercer,Liam O'Brien,Marisha Ray,Laura Bailey,Sam Riegel,Taliesin Jaffe,Travis Willingham,Ashley Johnson,Zachary K. Eubank,Orion Acaba,Brian W. Foster,Robbie Daymond,Mary Elizabeth McGlynn,Erika Ishii,Ashly Burch,Will Friedle,Ryan Green,Darin De Paul",Is it Thursday yet?,"Adventure,Fantasy"
tt1305826,Adventure Time,2010,8.6,TV Series,289,TV-PG,11,"nm0224007,nm1660179,nm0444786,nm0906945,nm1554206,nm2216378,nm0048389,nm0051469,nm1776820,nm1470322,nm0651692,nm3322985,nm3850365,nm0223740,nm1429102,nm1406139,nm3847350,nm1551598","John DiMaggio,Jeremy Shada,Tom Kenny,Hynden Walch,Niki Yang,Pendleton Ward,Dee Bradley Baker,Maria Bamford,Steve Little,Olivia Olson,Kent Osborne,Cole Sanchez,Polly Lou Livingston,Jessica DiCicco,Andy Milonakis,Jackie Buscarino,Tom Herpich,Justin Roiland",No Taglines,"Animation,Action,Adventure"
tt0268093,Ramayan,1987,8.6,TV Series,78,TV-14,30,"nm4468244,nm0214354,nm0481624,nm1033231,nm0802107,nm1616793,nm3633421,nm11464609,nm0037026,nm1513899,nm1024354,nm0451387,nm1027929,nm1086422,nm9816086,nm0031924,nm0667985,nm1679676","Arun Govil,Deepika Chikhalia,Sunil Lahri,Arvind Trivedi,Dara Singh Randhawa,Sanjay Jog,Sameer Rajda,Shyamsundar Kalani,Vijay Arora,Bal Dhuri,Jayshree Gadkar,Padma Khanna,Rajni Bala,Mukesh Rawal,Nalin Dave,Aparajita,Lalita Pawar,Renu Dhariwal",No Taglines,"Adventure,Drama,Family"
tt0094517,Mystery Science Theatre 3000,1988,8.6,TV Series,199,PG,92,"nm0388273,nm0625621,nm0064546,nm0614436,nm0540075,nm0175239,nm0670447,nm0179132,nm0105304,nm0139589,nm0152255,nm0918441,nm0427638,nm0571242,nm0749020,nm0444565,nm1620816,nm0779853","Joel Hodgson,Michael J. Nelson,Trace Beaulieu,Kevin Murphy,Jim Mallon,Frank Conniff,Mary Jo Pehl,Bill Corbett,Patrick Brantseg,Alexandra Carr,Paul Chaplin,J. Elvis Weinstein,Bridget Jones,Beez McKeever,Peter Rudrud,Bradley J. Keely,Nathan Molstead,Timothy Scott",We've got movie sign!,"Comedy,Sci-Fi"
tt0090509,The Return of Sherlock Holmes,1986,8.6,TV Series,11,15,60,"nm0107950,nm0362570,nm0769315,nm0420010,nm0510317,nm0843059,nm0028674,nm0397102,nm0290117,nm0692110,nm0371951,nm0932121,nm0428086,nm0336509,nm0703615,nm0055134,nm0388092,nm0019996","Jeremy Brett,Edward Hardwicke,Rosalie Williams,Colin Jeavons,Denis Lill,Eric Sykes,Harry Andrews,Alan Howard,Clive Francis,Eric Porter,James Hazeldine,Paul Williamson,Freddie Jones,Charles Gray,Denis Quilley,Peter Barkworth,Patricia Hodge,Patrick Allen",No Taglines,"Crime,Drama,Mystery"
tt4236770,Yellowstone,2018,8.6,TV Series,53,G,60,"nm0000126,nm2093766,nm0717709,nm0004747,nm0369513,nm2080328,nm9281686,nm6366417,nm0083655,nm0808210,nm5031376,nm0092026,nm2511354,nm10055812,nm1123709,nm0484916,nm0598166,nm8224092","Kevin Costner,Luke Grimes,Kelly Reilly,Wes Bentley,Cole Hauser,Kelsey Asbille,Brecken Merrill,Jefferson White,Gil Birmingham,Forrie J. Smith,Denim Richards,Ian Bohen,Mo Brings Plenty,Jake Ream,Ryan Bingham,Jen Landon,Wendy Moniz,Ethan Lee",No Taglines,"Drama,Western"
tt2049116,Gomorrah,2014,8.6,TV Series,58,18,55,"nm5086277,nm3634704,nm2586196,nm3822030,nm6183420,nm2188652,nm1997129,nm9443320,nm3217151,nm3616232,nm0231873,nm6810235,nm6807523,nm3012922,nm6767097,nm6810234,nm5034016,nm8097288","Salvatore Esposito,Marco D'Amore,Ivana Lotito,Cristiana Dell'Anna,Alessandro Palladino,Fortunato Cerlino,Arturo Muselli,Roberto Oliveri,Brian Flaccus,Fabio De Caro,Cristina Donadio,Christian Giroso,Giovanni Buselli,Vincenzo Fabricino,Riccardo Ciccarelli,Carmine Monaco,Lino Musella,Gianni Spezzano",Crime runs in the family.,"Crime,Drama,Thriller"
tt10638036,Heartstopper,2022,8.6,TV Series,24,12,30,"nm12509469,nm5598573,nm12510592,nm12522256,nm12522257,nm12522258,nm12522259,nm7509185,nm1469236,nm4166929,nm10630526,nm13597466,nm11051080,nm4978465,nm11359629,nm12522255,nm13598442,nm6160535","Joe Locke,Kit Connor,Yasmin Finney,William Gao,Cormac Hyde-Corrin,Tobie Donovan,Rhea Norwood,Sebastian Croft,Olivia Colman,Emily Ng,Ashwin Vishwanath,Evan Ovenell,Araloyin Oshunremi,Corinna Brown,Jenny Walser,Kizzy Edgell,Echo,Fisayo Akinade","The Beginning of One Thing, Can Be the Rest of Everything.","Drama,Romance"
tt1641384,Young Justice,2010,8.6,TV Series,98,PG,23,"nm0636046,nm0005211,nm0565366,nm1107254,nm1146051,nm1032853,nm0724656,nm3469812,nm1684869,nm0339304,nm0482851,nm0293342,nm0000327,nm0996651,nm0048389,nm0217221,nm0556089,nm0523180","Nolan North,Danica McKellar,Jesse McCartney,Stephanie Lemelin,Khary Payton,Jason Spisak,Kevin Michael Richardson,Zehra Fazal,Troy Baker,Bruce Greenwood,Phil LaMarr,Crispin Freeman,Lacey Chabert,Greg Cipes,Dee Bradley Baker,Grey Griffin,Masasa Moyo,Yuri Lowenthal",Don't call them sidekicks!,"Animation,Action,Adventure"
tt5290382,Mindhunter,2017,8.5,TV Series,19,18,60,"nm2676147,nm0564697,nm1396022,nm2193120,nm3171185,nm1306344,nm0878349,nm9341850,nm0807767,nm1653125,nm2458843,nm0148964,nm1382564,nm0930617,nm0518547,nm5866359,nm1682319,nm2057826","Jonathan Groff,Holt McCallany,Anna Torv,Hannah Gross,Sonny Valicenti,Stacey Roca,Joe Tuttle,Zachary Scott Ross,Cotter Smith,Albert Jones,Lauren Glazier,Michael Cerveris,Dohn Norwood,Gareth Williams,June Carryl,Cameron Britton,Nate Corddry,Sierra Aylina McClain",History. Pattern. Profile.,"Crime,Drama,Mystery"
tt0092324,Blackadder the Third,1987,8.5,TV Series,6,15,180,"nm0000100,nm0733153,nm0491402,nm0040814,nm0001059,nm0655606,nm0001669,nm0000410,nm0570570,nm0175427,nm0360250,nm0165049,nm0686539,nm0510317,nm0180325,nm0458378,nm0057368,nm0255780","Rowan Atkinson,Tony Robinson,Hugh Laurie,Helen Atkinson Wood,Robbie Coltrane,Hugh Paddick,Miranda Richardson,Stephen Fry,Tim McInnerny,Kenneth Connor,Vincent Hanna,Warren Clarke,Nigel Planer,Denis Lill,Lee Cornes,Gertan Klauber,Chris Barrie,Ben Elton",Macbeth!,Comedy
tt8595766,Yeh Meri Family,2018,8.5,TV Series,7,TV-14,30,"nm5092260,nm1587175,nm2410557,nm9925446,nm9925447,nm9925448,nm9925449,nm9983407,nm9760000,nm9983408,nm8474796,nm9983917,nm13260258,nm9983914,nm9987543,nm9983915,nm4071932,nm9983916","Vishesh Bansal,Mona Singh,Akarsh Khurana,Ahan Nirban,Ruhi Khan,Prasad Reddy,Revathi Pillai,Brij Bhushan Shukla,Nishaad Javeri,Burjor Dastur,Jai Shankar Tripathi,Mazda Taraporewala,Abhinay Raj Singh,Dinesh,Aman Malhotra,Mukesh Yadav,Rajiv Kachroo,Vijay Koshy",Summer of 98,"Comedy,Drama,Family"
tt3398540,Haikyuu!!,2014,8.5,TV Series,89,PG,24,"nm4986852,nm5481013,nm2106149,nm2174227,nm0997115,nm2146022,nm6160361,nm2462004,nm2893431,nm0436778,nm7645092,nm5236687,nm3654365,nm7659217,nm7850199,nm9587581,nm10074926,nm1814328","Ayumu Murase,Kaito Ishikawa,Yu Hayashi,Satoshi Hino,Miyu Irino,Koki Uchiyama,Sôma Saitô,Nobuhiko Okamoto,Yoshimasa Hosoya,Hiroshi Kamiya,Toshiki Masuda,Bryson Baugus,Adam Gibbs,Scott Gibbs,Gabriel Regojo,Greg Cote,Justin Doran,Blake Shepard",No Taglines,"Animation,Comedy,Drama"
tt0380136,QI,2003,8.5,TV Series,322,15,30,"nm0203563,nm0000410,nm0865785,nm0047155,nm0432793,nm0139743,nm0104476,nm0593267,nm0516700,nm0356025,nm0633665,nm1851111,nm4073381,nm3201406,nm3003983,nm0026536,nm0674065,nm0117339","Alan Davies,Stephen Fry,Sandi Toksvig,Bill Bailey,Phill Jupitus,Jimmy Carr,Jo Brand,David Mitchell,Sean Lock,Rich Hall,Ross Noble,Jason Manford,Josh Widdicombe,Aisling Bea,Holly Walsh,Clive Anderson,Sue Perkins,Rob Brydon",No Taglines,"Comedy,Game-Show"
tt5421602,Anne,2017,8.5,TV Series,27,U,60,"nm6741374,nm0416524,nm0861075,nm3629668,nm6722749,nm0467177,nm4379836,nm5054157,nm3753283,nm1684612,nm6938773,nm8503339,nm1738014,nm7602104,nm4648613,nm8657793,nm3299784,nm0931477","Amybeth McNulty,Geraldine James,R.H. Thomson,Dalila Bela,Lucas Jade Zumann,Corrine Koslo,Helen Johns,Aymeric Jett Montaz,Kyla Matthews,Jonathan Holmes,Lia Pappas-Kemps,Jacob Ursomarzo,Dalmar Abuzeid,Miranda McKeon,Jacob Horsley,Glenna Walters,Christian Martyn,Philip Williams",Visit Green Gables (Season 1),"Drama,Family"
tt0096657,Mr. Bean,1990,8.5,TV Series,15,U,25,"nm0000100,nm0956126,nm0003741,nm0038942,nm0806149,nm0571433,nm0359409,nm0020337,nm0889338,nm0328759,nm1589867,nm0237990,nm0061023,nm0101424,nm1426734,nm0213291,nm0934014,nm0272021","Rowan Atkinson,Matilda Ziegler,Robin Driscoll,Matthew Ashforde,Roger Sloman,Susie McKenna,Nick Hancock,C.J. Allen,Rupert Vansittart,Howard Goodall,Hugo Mendez,Christopher Driscoll,Rupert Bates,Paul Bown,Dave O'Higgins,Angus Deayton,Richard Wilson,Michael Fenton Stevens",His name is infamous. His deeds are legendary. His mind is a mystery. (series),"Comedy,Family"
tt9174558,Dopesick,2021,8.5,TV Mini Series,8,15,492,"nm0000474,nm0765597,nm0836121,nm2401020,nm2139624,nm3239803,nm0206257,nm0153855,nm0001858,nm0571964,nm5623883,nm2167014,nm1615964,nm1654778,nm0032978,nm6713767,nm1683193,nm6926443","Michael Keaton,Peter Sarsgaard,Michael Stuhlbarg,Will Poulter,John Hoogenakker,Kaitlyn Dever,Rosario Dawson,Will Chase,Mare Winningham,Ray McKinnon,Phillipa Soo,Ian Unterman,Brendan Patrick Connor,Raúl Esparza,Lawrence Arancio,Arischa Conner,Andrea Frankle,Deadra Moore",Inspired by the true story of how America got hooked on a lie,Drama
tt14986406,Bleach: Thousand-Year Blood War,2022,8.5,TV Series,13,16,24,"nm1040968,nm0097765,nm1080019,nm0258268,nm0620333,nm1022263,nm8937582,nm0090464,nm0731619,nm3449658,nm0960033,nm6728149,nm2837894,nm1315809,nm1063287,nm0469674,nm5473391,nm0411794","Masakazu Morita,Johnny Yong Bosch,Takayuki Sugô,Richard Epcar,Ryûsei Nakao,Karen Strassman,Aleks Le,Neil Kaplan,Terrence Stone,Binbin Takaoka,Akio Ôtsuka,Yuichiro Umehara,Robbie Daymond,Stephanie Sheh,Doug Erholtz,Steve Kramer,Christopher Swindle,Kentarô Itô",No Taglines,"Animation,Action,Adventure"
tt0094525,Poirot,1989,8.5,TV Series,70,12,100,"nm0837064,nm0292140,nm0413946,nm0602954,nm0947379,nm0910738,nm0064826,nm0514561,nm0542410,nm0428450,nm0753236,nm0268297,nm0055502,nm0141264,nm0394037,nm0243983,nm0675730,nm0249622","David Suchet,Hugh Fraser,Philip Jackson,Pauline Moran,David Yelland,Zoë Wanamaker,Richard Bebb,George Little,Phillip Manikum,Jona Jones,Patrick Ryecart,Nicholas Farrell,Barbara Barnes,John Carson,Richard Hope,Richard Durden,Sean Pertwee,Beatie Edney",No Taglines,"Crime,Drama,Mystery"
tt0080306,Yes Minister,1980,8.5,TV Series,22,PG,30,"nm0248844,nm0001329,nm0288621,nm0387993,nm0626726,nm0280666,nm0184913,nm0767644,nm0672179,nm0140354,nm1229508,nm0894710,nm0263253,nm0057683,nm0491874,nm0830740,nm0223266,nm0931604","Paul Eddington,Nigel Hawthorne,Derek Fowlds,Diana Hoddinott,John Nettleton,Neil Fitzwiliam,Arthur Cox,John Savident,John Pennington,Antony Carrick,Robert Dougall,Richard Vernon,Tenniel Evans,John Barron,Ian Lavender,Nigel Stock,Edward Jewesbury,Rosemary Williams",No Taglines,Comedy
tt13111040,The Offer,2022,8.5,TV Mini Series,10,18,586,"nm1886602,nm0328828,nm0283945,nm1218607,nm0004988,nm0000610,nm1017334,nm2441012,nm0002073,nm0958430,nm3067471,nm1477794,nm0303078,nm3806927,nm0804673,nm0050156,nm0005204,nm6217203","Miles Teller,Matthew Goode,Dan Fogler,Burn Gorman,Colin Hanks,Giovanni Ribisi,Juno Temple,Jake Cannavale,Lou Ferrigno,Josh Zuckerman,Anthony Ippolito,Meredith Garretson,Patrick Gallo,Joseph Russo,Anthony Skordi,Eric Balfour,Paul McCrane,Annie Funke",The Greatest Movie Almost Never Made.,"Biography,Drama"
tt5189670,Making a Murderer,2015,8.5,TV Series,20,15,60,"nm7804130,nm8390567,nm5224688,nm12346894,nm7907002,nm12346893,nm5700310,nm7907012,nm7907003,nm7907011,nm9950357,nm7907004,nm3357076,nm8394945,nm12347410,nm12347411,nm10217258,nm12354622","Steven Avery,Dolores Avery,Laura Nirider,Allan Avery,Jerry Buting,Dean Strang,Kathleen Zellner,Barb Tadych,Ken Kratz,Brendan Dassey,Len Kachinsky,Kim Ducat,Steven Drizin,Sandra Greenman,Stephen Glynn,Robert Dvorak,Peter Dassey,Chuck Avery",No Taglines,"Documentary,Crime"
tt0979432,Boardwalk Empire,2010,8.5,TV Series,57,18,55,"nm0000114,nm0531808,nm0788335,nm0924154,nm0334318,nm1842344,nm0931324,nm0817027,nm0001543,nm0836121,nm0480086,nm1658935,nm0992195,nm4054776,nm4074112,nm3932432,nm3932429,nm2515834","Steve Buscemi,Kelly Macdonald,Michael Shannon,Shea Whigham,Stephen Graham,Vincent Piazza,Michael Kenneth Williams,Paul Sparks,Gretchen Mol,Michael Stuhlbarg,Anthony Laciura,Jack Huston,Anatol Yusef,Brady Noon,Connor Noon,Lucy Gallina,Josie Gallina,Declan McTigue","Atlantic City, 1920. When alcohol was outlawed, outlaws became kings.","Crime,Drama"
tt7562112,Pose,2018,8.5,TV Series,26,G,60,"nm5049751,nm9500848,nm8360867,nm7623776,nm0692039,nm8417376,nm6824171,nm9884396,nm8399092,nm7503462,nm2120241,nm0000928,nm8383585,nm4868637,nm9827863,nm9804226,nm1404239,nm0940128","Michaela Jaé (MJ) Rodriguez,Dominique Jackson,Indya Moore,Angel Bismark Curiel,Billy Porter,Hailie Sahar,Dyllon Burnside,Jason A. Rodriguez,Ryan Jamaal Swain,Jeremy McClain,Angelica Ross,Sandra Bernhard,Alexia Garcia,Jiggly Caliente,Jack Mizrahi,Leiomy Maldonado,Evan Peters,Charlayne Woodard",No Taglines,Drama
tt1489428,Justified,2010,8.5,TV Series,78,15,44,"nm0648249,nm0780678,nm0141710,nm0686009,nm1801624,nm0324658,nm0954036,nm0122716,nm1635108,nm1355563,nm8142178,nm0327072,nm0000855,nm2457450,nm0380632,nm0001111,nm0919482,nm0932112","Timothy Olyphant,Nick Searcy,Joelle Carter,Jacob Pitts,Erica Tazel,Walton Goggins,Natalie Zea,Jere Burns,David Meunier,Jonathan Kowalsky,Russell Bertolino,Rick Gomez,Raymond J. Barry,Jesse Luken,Damon Herriman,Jeremy Davies,Justin Welborn,Mykelti Williamson",No Taglines,"Action,Crime,Drama"
tt1870479,The Newsroom,2012,8.5,TV Series,25,15,55,"nm0001099,nm0607865,nm0302330,nm0683467,nm0755603,nm2353862,nm1601397,nm0001832,nm1663252,nm4622699,nm0692013,nm4866475,nm4626339,nm0870913,nm0918641,nm1570774,nm3754272,nm0582149","Jeff Daniels,Emily Mortimer,John Gallagher Jr.,Alison Pill,Thomas Sadoski,Dev Patel,Olivia Munn,Sam Waterston,Chris Chalk,Margaret Judson,Adina Porter,John F. Carpenter,Thomas Matthews,Trieu Tran,Charlie Weirauch,Wynn Everett,Riley Voelkel,Chris Messina",More on this story as it develops.,Drama
tt0053488,The Bugs Bunny Show,1960,8.5,TV Series,78,U,30,"nm0000305,nm0004931,nm0124889,nm0808401,nm0000822,nm0070153,nm0088285,nm0292677,nm0911389,nm0071855,nm0314119,nm0296370,nm0116897","Mel Blanc,June Foray,Daws Butler,Hal Smith,Jim Backus,Bea Benaderet,Billy Bletcher,Stan Freberg,B.J. Ward,Julie Bennett,Joan Gerber,Ben Frommer,Arthur Q. Bryan","What's up, Doc?","Animation,Comedy"
tt6763664,The Haunting of Hill House,2018,8.5,TV Mini Series,10,15,572,"nm0401264,nm0001303,nm0001794,nm0714147,nm2719825,nm2318089,nm6442992,nm5157662,nm5085683,nm8341039,nm6623135,nm8627157,nm0000459,nm4767361,nm0749570,nm1418096,nm0001272,nm0519486","Michiel Huisman,Carla Gugino,Henry Thomas,Elizabeth Reaser,Oliver Jackson-Cohen,Kate Siegel,Victoria Pedretti,Lulu Wilson,Mckenna Grace,Paxton Singleton,Julian Hilliard,Violet McGraw,Timothy Hutton,Natalia Rosminati,Anthony Ruivivar,Samantha Sloyan,Annabeth Gish,Robert Longstreet",You're Expected,"Drama,Horror,Mystery"
tt10850932,Crash Landing on You,2019,8.5,TV Series,19,15,70,"nm1593460,nm1162030,nm1981533,nm7947860,nm10933572,nm10908350,nm11311964,nm9657240,nm6728658,nm1255001,nm0155184,nm3797742,nm2536476,nm3242530,nm6677648,nm1018275,nm3210216,nm3745391","Hyun Bin,Son Ye-jin,Seo Ji-hye,Kim Jung-hyun,Yang Kyung-won,Yoo Su-bin,Lee Sin-young,Tang Joon-sang,Kim Sun-young,Jang So-yeon,Kim Jung-nan,Cha Cheong-hwa,Oh Man-seok,Go Gyu-pil,Park Hyoung-soo,Kim Young-min,Hwang Woo-seul-hye,Park Myeong-hoon",No Taglines,"Adventure,Comedy,Romance"
tt2244495,The Eric Andre Show,2012,8.5,TV Series,60,15,11,"nm2765191,nm2868110,nm6386988,nm6386989,nm3114912,nm4077640,nm7091160,nm8430539,nm3876459,nm6386990,nm6514665,nm1854664,nm0930637,nm0437454,nm1711461,nm2210520,nm0791591,nm0668838","Eric André,Hannibal Buress,Tom Ato,Early McCalister,Pfelton Sutton,Jerry Wheeler,Robert Smith,John Bueno,Adora Dei,JV Smith,Pat Regan,Jermaine Fowler,Gary Anthony Williams,Tom Kane,Felipe Esparza,Karen Elaine,Duane R. Shepard Sr.,Don Peake",No Taglines,"Comedy,Talk-Show"
tt10048342,The Queen's Gambit,2020,8.5,TV Mini Series,7,15,60,"nm5896355,nm4006608,nm0131966,nm0233949,nm1716636,nm1032473,nm9458718,nm0577982,nm9548332,nm2276542,nm5238667,nm2452495,nm1171145,nm2554097,nm7066351,nm1245386,nm11381138,nm10725061","Anya Taylor-Joy,Chloe Pirrie,Bill Camp,Marcin Dorocinski,Marielle Heller,Thomas Brodie-Sangster,Moses Ingram,Harry Melling,Isla Johnston,Janina Elkin,Matthew Dennis Lewis,Russell Dennis Lewis,Patrick Kennedy,Christiane Seidel,Jacob Fortune-Lloyd,Akemnji Ndifornyen,Annabeth Kelly,Dolores Carbonari",No Taglines,Drama
tt0275137,Justice League,2001,8.5,TV Series,52,PG,22,"nm0525855,nm0482851,nm0742146,nm0627624,nm0133566,nm0175834,nm0252006,nm0005189,nm0000434,nm0000317,nm0123553,nm0354937,nm0606862,nm0001882,nm0838360,nm0236481,nm0313364,nm0724656","Carl Lumbly,Phil LaMarr,Michael Rosenbaum,George Newbern,Maria Canals-Barrera,Kevin Conroy,Susan Eisenberg,Jason Marsden,Mark Hamill,Clancy Brown,Corey Burton,Jennifer Hale,Phil Morris,Olivia d'Abo,Susan Sullivan,Richard Doyle,Brian George,Kevin Michael Richardson",No Taglines,"Animation,Action,Adventure"
tt0088509,Dragon Ball,1986,8.5,TV Series,153,U,24,"nm0637586,nm0945881,nm0035635,nm0618955,nm0875442,nm0849028,nm0299228,nm0913844,nm0594488,nm0851311,nm0468708,nm0882581,nm0840721,nm0351338,nm0031844,nm0312656,nm0256607,nm0157133","Masako Nozawa,Jôji Yanami,Brice Armstrong,Stephanie Nadolny,Hiromi Tsuru,Mayumi Tanaka,Tôru Furuya,Naoko Watanabe,Kôhei Miyauchi,Naoki Tatsuta,Mami Koyama,Kenji Utsumi,Hirotaka Suzuoki,Daisuke Gôri,Takeshi Aono,Tesshô Genda,Hiroko Emori,Shigeru Chiba",No Taglines,"Animation,Action,Adventure"
tt0863046,Flight of the Conchords,2007,8.5,TV Series,22,15,28,"nm1318596,nm1235366,nm1055302,nm1102891,nm0054826,nm0939703,nm1483349,nm0182345,nm1900397,nm0004761,nm0785082,nm0553440,nm0893120,nm0741045,nm2199269,nm0931879,nm0287182,nm2106637","Jemaine Clement,Bret McKenzie,Rhys Darby,Kristen Schaal,Arj Barker,Frank Wood,Eugene Mirman,David Costabile,Sutton Foster,Rachel Blanchard,Brian Sergent,Adrian Martinez,Lenny Venito,José Ramón Rosario,Kelly Taffe,Victor Williams,Will Forte,Aziz Ansari",Born to folk!,"Comedy,Music,Musical"
tt8289930,Formula 1: Drive to Survive,2019,8.5,TV Series,42,15,40,"nm6166703,nm7191504,nm2619894,nm3912020,nm9712430,nm4419678,nm2697599,nm6722413,nm4072101,nm5388266,nm1688722,nm5626860,nm9310716,nm8901832,nm6930169,nm10586842,nm10586843,nm5623502","Will Buxton,Jack Nicholls,Lewis Hamilton,Daniel Ricciardo,Charles Leclerc,Carlos Sainz,Sebastian Vettel,Max Verstappen,Sergio Pérez,Valtteri Bottas,Kimi Räikkönen,Kevin Magnussen,Pierre Gasly,Lance Stroll,Esteban Ocon,Lando Norris,George Russell,Toto Wolff",Unprecedented access. Unparalleled speed.,"Documentary,Sport"
tt2100976,Impractical Jokers,2011,8.5,TV Series,274,15,30,"nm2098978,nm1978079,nm1742600,nm2665746,nm3354256,nm4995344,nm5608801,nm8558691,nm0004909,nm8488983,nm1320881,nm11270059,nm6246172,nm6316798,nm3682789,nm0424682,nm4521213,nm5607646","James Murray,Brian Quinn,Sal Vulcano,Joe Gatto,Casey Jost,Rob Emmer,Drew Patterson,Frank Contacessa,Joey Fatone,John Szeluga,Bill St. James,Cole Weber,Joe Imburgio,Jay Miller,Daniel Cast,Bryan Johnson,Sharron Paul,Chavon Deberry",They have to SAY it. They have to DO it. You have to SEE it.,"Comedy,Reality-TV"
tt0280249,Dragon Ball,1995,8.5,TV Series,153,12,24,"nm0035635,nm1254072,nm0618955,nm1253273,nm0754526,nm0901624,nm1508585,nm0568772,nm0031290,nm1405910,nm1444610,nm1332434,nm1508383,nm1041619,nm0566787,nm0121423,nm2538319,nm0399321","Brice Armstrong,Steve Olson,Stephanie Nadolny,Zoe Slusar,Christopher Sabat,Tiffany Vollmer,Leda Davies,Mike McFarland,Monika Antonelli,Victor Atelevich,Chris Simms,Bradford Jackson,Mike Thiessen,Laurie Steele,Meredith McCoy,John Burgmeier,Rocío Garcel,Chuck Huber",The big showdown with Piccolo!,"Animation,Action,Adventure"
